Time_s,MotionPhase,LeftSideSpeed_mps,RightSideSpeed_mps,LeftFrontRearWheelSpeed_radps,RightFrontRearWheelSpeed_radps,LinearSpeed_mps,IdealYawRate_radps,SkidAdjustedYawRate_radps,IdealX_m,IdealY_m,IdealHeading_rad,SkidX_m,SkidY_m,SkidHeading_rad
1.7,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.425,0,0,0.425,0,0
1.72,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.43,0,0,0.43,0,0
1.74,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.435,0,0,0.435,0,0
1.76,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.44,0,0,0.44,0,0
1.78,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.445,0,0,0.445,0,0
1.8,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.45,0,0,0.45,0,0
1.82,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.455,0,0,0.455,0,0
1.84,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.46,0,0,0.46,0,0
1.86,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.465,0,0,0.465,0,0
1.88,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.47,0,0,0.47,0,0
1.9,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.475,0,0,0.475,0,0
1.92,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.48,0,0,0.48,0,0
1.94,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.485,0,0,0.485,0,0
1.96,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.49,0,0,0.49,0,0
1.98,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.495,0,0,0.495,0,0
2,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.5,0,0,0.5,0,0
2.02,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.505,0,0,0.505,0,0
2.04,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.51,0,0,0.51,0,0
2.06,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.515,0,0,0.515,0,0
2.08,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.52,0,0,0.52,0,0
2.1,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.525,0,0,0.525,0,0
2.12,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.53,0,0,0.53,0,0
2.14,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.535,0,0,0.535,0,0
2.16,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.54,0,0,0.54,0,0
2.18,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.545,0,0,0.545,0,0
2.2,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.55,0,0,0.55,0,0
2.22,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.555,0,0,0.555,0,0
2.24,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.56,0,0,0.56,0,0
2.26,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.565,0,0,0.565,0,0
2.28,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.57,0,0,0.57,0,0
2.3,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.575,0,0,0.575,0,0
2.32,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.58,0,0,0.58,0,0
2.34,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.585,0,0,0.585,0,0
2.36,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.59,0,0,0.59,0,0
2.38,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.595,0,0,0.595,0,0
2.4,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.6,0,0,0.6,0,0
2.42,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.605,0,0,0.605,0,0
2.44,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.61,0,0,0.61,0,0
2.46,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.615,0,0,0.615,0,0
2.48,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.62,0,0,0.62,0,0
2.5,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.625,0,0,0.625,0,0
2.52,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.63,0,0,0.63,0,0
2.54,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.635,0,0,0.635,0,0
2.56,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.64,0,0,0.64,0,0
2.58,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.645,0,0,0.645,0,0
2.6,Straight 1,0.25,0.25,7.14285714285714,7.14285714285714,0.25,0,0,0.65,0,0,0.65,0,0
